mql_id,business_segment,lead_type,won_date,has_company,has_gtin,business_type,first_contact_date,landing_page_id,origin
4151b0029636a1c55afcce9283ac7902,home_decor,industry,2018-02-12,False,False,manufacturer,2018-02-05,22c29808c4f815213303f8933030604c,organic_search
fc4166d1b1e192f650ee2d807b54c943,pet,online_small,2018-02-08,False,False,reseller,2018-01-16,88740e65d5d6b056e0cda098e1ea6313,social
85e43237b3fb87d881c757f44f1b0357,household_utilities,industry,2018-04-06,False,False,reseller,2018-03-26,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
9ce2e101957dc53e3e89cc8e1599aa60,computers,online_beginner,2018-04-13,False,False,reseller,2018-04-12,df99f969c517db441d373ae68b2955c9,paid_search
9a6b65aedf8177783035f3a53ca21ed1,party,online_medium,2018-04-18,False,False,manufacturer,2018-04-11,8515f4df7468489ed6bced112f86e360,organic_search
4bb1ec1ff58ad39558e8468054bfc469,small_appliances,online_medium,2018-07-19,True,True,reseller,2018-01-13,22c29808c4f815213303f8933030604c,organic_search
c34eb63cd098bf4be03d53462d7ecba2,food_supplement,online_small,2018-07-04,False,False,reseller,2018-03-10,22c29808c4f815213303f8933030604c,unknown
e428d5580f729d23e6070e43c492e424,health_beauty,online_medium,2018-04-25,False,False,reseller,2018-03-22,0b9430edcbf2d9a95148c806af2b6699,unknown
e3c91316d8f28b18d96869aebbb7c3ec,audio_video_electronics,industry,2018-06-05,False,False,reseller,2018-05-16,0b9430edcbf2d9a95148c806af2b6699,organic_search
72e81de94dfc0373b006ca75e9c851a1,computers,online_medium,2018-10-31,True,False,reseller,2018-02-21,241f79c7a8fe0270f4fb79fcbbcd17ad,paid_search
1cbfa9c878ef8692c1ae21e4cfa11000,pet,industry,2018-05-30,False,False,manufacturer,2018-05-25,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
b055fc7de322786cd9ddc996cb6e72ff,food_drink,online_medium,2018-03-06,False,False,manufacturer,2018-02-24,22c29808c4f815213303f8933030604c,organic_search
a8d2884db49e0769ad4a0b8dce2e143c,health_beauty,online_medium,2018-09-27,False,False,reseller,2018-03-01,b76ef37428e6799c421989521c0e5077,unknown
d955b97b28c2966211c9de2fe22fefbd,bed_bath_table,online_beginner,2018-02-06,False,False,manufacturer,2018-01-04,a0fbc0263cb98bdb0d72b9f9f283a172,direct_traffic
1d7cc0f1d0b54eac3609c5222246595b,car_accessories,online_medium,2018-05-15,False,False,reseller,2018-01-16,b76ef37428e6799c421989521c0e5077,unknown
78f9eb91b8c7b3b3967fab18283ec614,health_beauty,online_medium,2018-06-11,False,False,reseller,2018-04-06,649b7b8b46b254497e92038d88f6ced8,social
20fcec0873b39b4df3df34140d77d6e7,other,other,2018-11-14,False,False,other,2018-01-12,22c29808c4f815213303f8933030604c,organic_search
0a1643cb73c25878cc845d5594059afe,fashion_accessories,online_beginner,2018-04-27,False,False,manufacturer,2018-04-17,22c29808c4f815213303f8933030604c,organic_search
92c7eacf759c266a7663d63876d84223,home_decor,offline,2018-03-27,False,False,manufacturer,2018-03-27,b76ef37428e6799c421989521c0e5077,unknown
f72a53e19c3310188cedd074226312c9,audio_video_electronics,offline,2018-06-18,False,False,reseller,2018-04-23,7fa6214d82e911d070f51ef79381b956,direct_traffic
d25814a309be54d1d2279a4ff921ea28,home_decor,online_big,2018-04-11,False,False,reseller,2018-02-25,88740e65d5d6b056e0cda098e1ea6313,social
e3ed7cb7b47e4079cb9fef895846b3e2,home_decor,online_big,2018-04-18,False,False,manufacturer,2018-03-26,58326e62183c14b0c03085c33b9fdc44,social
413e4eb37de01f40522e28ecdc268639,car_accessories,online_medium,2018-03-29,False,False,reseller,2018-01-12,22c29808c4f815213303f8933030604c,unknown
c1e598764329cc9c377ef1d029be8ceb,food_drink,industry,2018-02-22,False,False,manufacturer,2018-02-04,22c29808c4f815213303f8933030604c,organic_search
9cca8d684240e24dd459f2d439fae30c,pet,online_medium,2018-02-27,False,False,manufacturer,2018-02-14,b76ef37428e6799c421989521c0e5077,unknown
0d99b130d767e50e22b528261ffe5550,food_supplement,online_beginner,2018-06-11,False,False,reseller,2018-05-29,22c29808c4f815213303f8933030604c,organic_search
7c9ac4388867d4cc3f1cf9c05ad7e944,audio_video_electronics,online_big,2018-07-30,False,False,reseller,2018-03-07,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
2c5d0b35798bffadf8f67ef0af84d183,construction_tools_house_garden,offline,2018-04-02,False,False,reseller,2018-03-23,b76ef37428e6799c421989521c0e5077,unknown
e5860ae00103b3869a25d940345bf0fd,bags_backpacks,industry,2018-04-13,False,False,manufacturer,2018-04-10,b76ef37428e6799c421989521c0e5077,unknown
014c073ef65e4a7ef73acd61cf606164,construction_tools_house_garden,online_medium,2018-03-23,False,False,reseller,2018-03-22,b76ef37428e6799c421989521c0e5077,unknown
3a91a097116d6c8b32d41e0c81dd1e9c,construction_tools_house_garden,online_medium,2018-04-26,False,False,manufacturer,2018-04-05,f017be4dbf86243af5c1ebed0cff36a2,organic_search
1030d227d3fe9ed0555666c4ffd14ab1,jewerly,online_small,2018-03-12,False,False,reseller,2018-02-10,88740e65d5d6b056e0cda098e1ea6313,social
1c69de363482d0cbc9b6da97cb49757a,audio_video_electronics,online_small,2018-04-30,False,False,reseller,2018-04-13,22c29808c4f815213303f8933030604c,organic_search
415ae4e297c08fd8790a5b1e1ba8482e,home_decor,online_medium,2018-04-27,False,False,manufacturer,2018-04-11,22c29808c4f815213303f8933030604c,paid_search
a55b94066766f2d29fc22a3bb52d78f6,toys,online_big,2018-09-04,False,False,reseller,2018-02-18,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
f5da97d441cd42b0b26c10145b71a923,small_appliances,online_big,2018-05-18,False,False,reseller,2018-04-11,b76ef37428e6799c421989521c0e5077,unknown
682e8ae60182137d74d90ada9e0947d8,home_office_furniture,offline,2018-02-27,False,False,manufacturer,2018-02-22,2228a43ac0bc372e25f9569e69fc9015,paid_search
77abef21c838da55e14ffc88016ce91f,home_decor,online_medium,2018-01-12,False,False,reseller,2018-01-05,22c29808c4f815213303f8933030604c,organic_search
46d9834fa62209a6504b2aabe46d7bfb,car_accessories,online_medium,2018-02-26,False,False,reseller,2018-02-16,22c29808c4f815213303f8933030604c,organic_search
009ff90f082aaa9fcd6e14caf65c7cc6,car_accessories,online_big,2018-04-03,False,False,reseller,2018-03-19,4aab772aeb9833c170d8ea5413e02eac,paid_search
29b97ecc5839e61efb7bdc25e979d8c6,health_beauty,online_medium,2018-04-27,False,False,reseller,2018-04-04,58326e62183c14b0c03085c33b9fdc44,social
8d6be534a8bdd08e11efe57c6ce3dd21,pet,online_small,2018-04-27,False,False,reseller,2018-04-05,22c29808c4f815213303f8933030604c,organic_search
4979feabd6097fb6100fd36c3c32aae0,home_decor,online_small,2018-02-22,False,False,manufacturer,2018-02-14,1e884e3078d9978e216a027ecd57fb34,direct_traffic
5985e72b3752e4749926885db1b45be4,food_drink,offline,2018-01-31,False,False,reseller,2018-01-23,b76ef37428e6799c421989521c0e5077,unknown
048bb2f901e2c6f99bc9d26b78b47129,music_instruments,industry,2018-06-25,False,False,reseller,2018-05-24,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
58caf27a48e7930aefd5437298d64a70,bed_bath_table,online_medium,2018-09-21,True,True,reseller,2018-03-23,65d9f9d71e562365e8b44037c2888d98,paid_search
2b094148a9d10109b903715267c4dd14,computers,offline,2018-03-12,False,False,reseller,2018-02-28,b76ef37428e6799c421989521c0e5077,unknown
e5f15cc640c8a7408103dd190ced966c,pet,online_top,2018-01-19,False,False,reseller,2018-01-03,b76ef37428e6799c421989521c0e5077,unknown
a15880813bd2f137e9f6922cbb7255bf,home_decor,online_medium,2018-04-03,False,False,manufacturer,2018-03-20,e492ee5eaf1697716985cc6f33f9cd9b,paid_search
3bcc8997df233ab581f30dd65f14698c,car_accessories,online_big,2018-04-23,False,False,reseller,2018-04-11,04a75b75d5f4f3a16b0178fbe382da00,unknown
afac78e614dac1a1470030ea55c08eef,household_utilities,online_small,2018-02-09,False,False,reseller,2018-02-06,22c29808c4f815213303f8933030604c,paid_search
d0b2ef3bdc9ed0fce3d672ec52dc9c00,car_accessories,online_medium,2018-03-16,False,False,reseller,2018-03-05,b76ef37428e6799c421989521c0e5077,unknown
496515dec2a1c280f145f6ccb34851fb,audio_video_electronics,online_medium,2018-04-27,False,False,reseller,2018-04-26,3f3196b43b4af9aafbe878f6a1bbc7bd,unknown
17c77fd570aa86b74387fae66d9d4edd,food_drink,industry,2018-01-18,False,False,reseller,2018-01-04,22c29808c4f815213303f8933030604c,unknown
cc4ec90b270b9f1de8dc2d8864425252,health_beauty,online_medium,2018-04-27,False,False,reseller,2018-04-26,22c29808c4f815213303f8933030604c,email
f0b314f185b80cf35d986e298db53fe3,computers,online_beginner,2018-04-27,False,False,reseller,2018-04-18,b76ef37428e6799c421989521c0e5077,unknown
902a621ebb8a96c516d34a58334eb0ee,construction_tools_house_garden,online_beginner,2018-08-28,False,False,reseller,2017-10-16,b76ef37428e6799c421989521c0e5077,unknown
a1ad46372861ecf61fdab04c7bf5082e,home_decor,online_small,2018-02-26,False,False,reseller,2018-02-21,146e076b71a6ca8c31b34191182a313a,unknown
7893b5468710641ad87f8b4aa1b8777d,construction_tools_house_garden,industry,2018-04-03,False,False,reseller,2018-03-19,22c29808c4f815213303f8933030604c,organic_search
a82596c6fd3ed643b18a2a942eb6ddc9,computers,online_beginner,2018-04-26,False,False,reseller,2018-01-19,ce1a65abd0973638f1c887a6efcfa82d,paid_search
36f6d5bde803873f6bffe9949f258935,home_decor,online_small,2018-02-26,False,False,reseller,2018-02-21,22c29808c4f815213303f8933030604c,direct_traffic
4ddc45a9de1065695a90e87be37471c0,audio_video_electronics,online_medium,2018-09-21,True,True,reseller,2018-04-05,1ceb590cd1e00c7ee95220971f82693d,organic_search
d2c1295f655a2d436edda96084211820,home_office_furniture,online_medium,2018-08-03,False,False,reseller,2018-05-02,e42a14209c69c3e9cc6b042620465f12,email
1cfef7cfd8d26b1ecb8b0eccca6366ca,home_decor,online_medium,2018-01-30,False,False,manufacturer,2018-01-24,b76ef37428e6799c421989521c0e5077,unknown
2708ccf204c47df56b5469327e900581,household_utilities,online_big,2018-02-15,False,False,manufacturer,2018-02-02,b76ef37428e6799c421989521c0e5077,unknown
44ebc4e28c99d8aeaead73b4b70cc5e9,home_appliances,online_medium,2018-04-20,False,False,reseller,2018-04-16,ce1a65abd0973638f1c887a6efcfa82d,paid_search
62e44187d92348c552952aa4bf152e90,health_beauty,online_medium,2018-05-07,False,False,reseller,2018-04-20,fa5a0151e1f37d0055a3478fbb48827a,paid_search
5931bbfb35cc483290f5dd6a9fda8ee5,food_supplement,industry,2018-06-18,False,False,manufacturer,2018-05-06,35c9b150ab36fe584c1f24fd458c453a,social
0f2ad81c100f7a6c7475bd26ceb76cbf,car_accessories,online_medium,2018-02-12,False,False,reseller,2018-02-12,a7982125ff7aa3b2054c6e44f9d28522,organic_search
cfccca319397a5ea2bb11bd90b0d925d,books,online_big,2018-04-17,False,False,reseller,2018-04-17,5dc848e7dd9418dffe183215b8ff0bc1,paid_search
7281f75a3496aa1e3643f44cd5773a65,construction_tools_house_garden,online_big,2018-05-29,False,False,manufacturer,2018-05-08,27cd3540bace1f4a4b2bc6d319b0553c,unknown
1e2a84cd1c6fcd7b7a07f49f1cf7f6cc,stationery,industry,2018-08-07,True,True,reseller,2018-05-08,22c29808c4f815213303f8933030604c,organic_search
1ab8d42d9e4a6b86010ac0a10c58fa86,home_decor,online_medium,2018-06-15,False,False,reseller,2018-05-19,d1bad8bf984bd4d7ee08f814ca589897,paid_search
b5372c821691eff5fb470f33af079a64,household_utilities,industry,2018-01-26,False,False,reseller,2018-01-22,ce1a65abd0973638f1c887a6efcfa82d,direct_traffic
165d6a6256273a3430fa4891413ac2f0,construction_tools_house_garden,offline,2018-09-25,False,False,reseller,2018-03-09,f017be4dbf86243af5c1ebed0cff36a2,organic_search
de1dbe3b8d524c96d50c30f2467c4bc6,car_accessories,online_top,2018-04-06,False,False,reseller,2018-04-02,22c29808c4f815213303f8933030604c,organic_search
4e6e15ac583426150b75fc9b2951c7b1,car_accessories,online_big,2018-07-12,False,False,reseller,2018-03-23,65d9f9d71e562365e8b44037c2888d98,paid_search
080261e4427a081fc6e637b654f590ee,audio_video_electronics,online_big,2018-03-14,False,False,reseller,2018-03-07,30077c17f2ec5010a82e37ad8925b95f,social
f9c43d70a22ac65ce5fa816a4c34f8f0,baby,online_small,2018-03-28,False,False,manufacturer,2018-02-12,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
42e452a93e736373dd9281c113eff2b7,books,online_big,2018-05-14,False,False,reseller,2018-05-12,22c29808c4f815213303f8933030604c,organic_search
67c34b9630469b3c13b7982316ffe7a1,home_office_furniture,industry,2018-01-22,False,False,reseller,,,
bde34e7721e5a33091503ba45b3f8ea5,health_beauty,online_big,2018-04-30,False,False,reseller,2018-03-06,ce1a65abd0973638f1c887a6efcfa82d,organic_search
1124225a47b3f07185073f3df3b449bf,home_decor,online_big,2018-09-11,False,False,reseller,2018-05-21,58326e62183c14b0c03085c33b9fdc44,social
ac68bc93ecc07d7daec8ce924ca09b0c,car_accessories,online_medium,2018-05-10,False,False,reseller,2018-05-07,b76ef37428e6799c421989521c0e5077,unknown
cd46a0224c83d17b825ebc226df3479c,household_utilities,offline,2018-03-13,False,False,reseller,2018-03-07,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
3cc3bc10218cf509ba24613cda41d940,home_office_furniture,online_beginner,2018-04-24,False,False,reseller,2018-04-18,40dec9f3d5259a3d2dbcdab2114fae47,social
b223756da60ed5012d1d302bc9f50f6e,sports_leisure,online_medium,2018-04-06,False,False,reseller,2018-03-23,22c29808c4f815213303f8933030604c,organic_search
4144092976e61a9c32e1c7b205d85452,books,online_medium,2018-02-01,False,False,manufacturer,2018-01-15,872eb32141128a5320bfe7b8cf80fc14,organic_search
b30be338efa14f74a40949dbafd02b57,pet,online_medium,2018-04-30,False,False,reseller,2018-04-13,58326e62183c14b0c03085c33b9fdc44,social
7c68935a1dfb1fc8fb714797e7cbf805,household_utilities,industry,2018-03-28,False,False,manufacturer,2018-03-23,b76ef37428e6799c421989521c0e5077,unknown
8551ef0d517bfc756cb31e0477ac4adc,party,offline,2018-05-18,False,False,manufacturer,2018-05-11,fa6f59a21825d841e307151460fb0302,paid_search
fc0a87e43ede1f423412583293815598,audio_video_electronics,online_beginner,2018-08-20,True,True,reseller,2018-05-16,22c29808c4f815213303f8933030604c,referral
57648ec099f2451be828fb2e27d8f46a,food_drink,online_medium,2018-04-13,False,False,reseller,2018-04-08,58326e62183c14b0c03085c33b9fdc44,social
d768d7e09a6f9ff4146a1659635cf304,household_utilities,online_big,2018-10-30,True,False,reseller,2017-11-24,b76ef37428e6799c421989521c0e5077,unknown
cdb36ea731ecf2d69881eaff7220b10e,audio_video_electronics,online_medium,2018-03-19,False,False,reseller,2017-10-19,5c6c41289f4d77b9b32fb6a5e2106edb,paid_search
06bc22c1b089be523e97524b67084ca0,health_beauty,online_medium,2018-06-06,False,False,manufacturer,2018-05-31,b76ef37428e6799c421989521c0e5077,unknown
d6e0ddfc5b05597877a7d5036789a3a1,home_decor,online_medium,2018-04-05,False,False,reseller,2018-03-30,22c29808c4f815213303f8933030604c,direct_traffic
66744053f818d4032f5ba881340db020,air_conditioning,online_medium,2018-02-26,False,False,reseller,2018-02-10,f017be4dbf86243af5c1ebed0cff36a2,organic_search
6dcca2f79e4a4672f7c91f58385b4582,household_utilities,offline,2018-04-27,False,False,reseller,2018-04-24,9fa37f5177115156b1814ffc237402a6,paid_search
e73083572cc595460842f5090da94662,car_accessories,offline,2018-09-17,False,False,reseller,2018-04-26,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
6fba9ab96aa12c4c9d01e74b66a74485,pet,online_small,2018-05-15,False,False,reseller,2018-04-24,b76ef37428e6799c421989521c0e5077,organic_search
fa027edbceb48e6657770c2985172201,car_accessories,industry,2018-01-23,False,False,reseller,2018-01-05,40dec9f3d5259a3d2dbcdab2114fae47,organic_search
83d5aac46c097426773520489cda201c,audio_video_electronics,industry,2018-04-30,False,False,reseller,2018-04-16,ce1a65abd0973638f1c887a6efcfa82d,paid_search
a562fd35af2738ce6d88f785ef4eb134,sports_leisure,online_medium,2018-03-28,False,False,manufacturer,2018-03-13,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
288ba9abad93ef50e6a76089ae84aab3,health_beauty,online_medium,2018-08-23,True,True,reseller,2018-05-30,346137f3e0157d94372d1cafc5675908,organic_search
ab1417ecaf41d8fb741fade9be0b8ab1,household_utilities,online_medium,2018-02-19,False,False,reseller,2018-02-15,ce1a65abd0973638f1c887a6efcfa82d,social
d6137197f40a5b7916e5e9cbbbab739e,car_accessories,online_medium,2018-05-31,False,False,reseller,2017-09-26,22c29808c4f815213303f8933030604c,organic_search
bd0027406f48f714d12dc1de747133cf,food_supplement,offline,2018-04-30,False,False,reseller,2018-01-26,22c29808c4f815213303f8933030604c,organic_search
9b6edcffd428da99ae60cc01049a8403,bed_bath_table,online_big,2018-05-03,False,False,reseller,2018-05-03,b76ef37428e6799c421989521c0e5077,unknown
d6140c51d9f0507b9a747e63e335be7d,audio_video_electronics,industry,2018-06-20,False,False,reseller,2018-05-22,22c29808c4f815213303f8933030604c,organic_search
7f12bc8cffb170e083ea5c5296272b97,audio_video_electronics,online_beginner,2018-05-24,False,False,reseller,2018-05-22,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
d9734d3817f40bb704b7cc4984ec39b0,household_utilities,online_medium,2018-03-29,False,False,reseller,2018-03-20,30077c17f2ec5010a82e37ad8925b95f,organic_search
8f24f9bb371471be344cdb6fbcd99688,home_decor,online_beginner,2018-03-05,False,False,manufacturer,2018-01-11,e492ee5eaf1697716985cc6f33f9cd9b,organic_search
1bd7d4eac464cde6f86349cbe0d61385,pet,offline,2018-04-19,False,False,reseller,2018-03-03,ce1a65abd0973638f1c887a6efcfa82d,organic_search
a85d745228d0257adc11fd790a31cee5,health_beauty,online_small,2018-03-20,False,False,reseller,2018-02-17,88740e65d5d6b056e0cda098e1ea6313,social
bc18cd01dacdd62719e6b4d59248c5e1,sports_leisure,online_big,2018-03-22,False,False,reseller,2018-03-15,ce1a65abd0973638f1c887a6efcfa82d,organic_search
d1d35acfd20d413bbda1eae8e208f0b5,household_utilities,online_medium,2018-02-15,False,False,reseller,2018-02-07,36120633c8737035fbabf079082f4ec1,paid_search
48a8b46e7ea342b913b50c7087f78162,audio_video_electronics,industry,2018-05-10,False,False,manufacturer,2018-04-17,b76ef37428e6799c421989521c0e5077,organic_search
30c5ba4650eee4a5550cdfa16fb4f195,home_decor,online_big,2018-01-29,False,False,reseller,2018-01-29,22c29808c4f815213303f8933030604c,paid_search
60a7799873854c9ccd549ec39c8efddf,home_appliances,online_medium,2018-01-29,False,False,reseller,2018-01-26,40dec9f3d5259a3d2dbcdab2114fae47,organic_search
428a96d781ccb96d757bbf82f8242d95,health_beauty,online_medium,2018-01-08,False,False,manufacturer,2018-01-03,65d9f9d71e562365e8b44037c2888d98,paid_search
21c55cb2ff8f7ce34b89f7cc8cf71d9f,health_beauty,online_big,2018-05-02,False,False,reseller,2017-12-26,241f79c7a8fe0270f4fb79fcbbcd17ad,paid_search
4952d2ac78b534c78d7a21c60a236e4c,audio_video_electronics,online_small,2018-01-15,False,False,reseller,2018-01-04,b76ef37428e6799c421989521c0e5077,unknown
d90b1c32b55f731e8a2072bfad782fdd,books,online_medium,2018-02-09,False,False,reseller,2018-02-07,616767b0bfb0a97510747d8bbcc40290,paid_search
6dfdc6a7e91f5d20a16c956c33974ca5,home_decor,online_big,2018-04-27,False,False,reseller,2018-04-04,40dec9f3d5259a3d2dbcdab2114fae47,organic_search
ffdd99e05df27c02a2fb1669d49e0c76,sports_leisure,online_medium,2018-04-18,False,False,reseller,2018-04-16,22c29808c4f815213303f8933030604c,organic_search
e73b38ff519142fdc3723ddf4a3a5825,construction_tools_house_garden,online_medium,2018-01-19,False,False,manufacturer,2018-01-12,b76ef37428e6799c421989521c0e5077,unknown
eea8870139b7780b13870d4299006da2,car_accessories,online_medium,2018-04-04,False,False,reseller,2018-03-29,22c29808c4f815213303f8933030604c,organic_search
271a299f0893b2173e77162c5c768b89,health_beauty,online_big,2018-05-23,False,False,reseller,2018-05-19,1ceb590cd1e00c7ee95220971f82693d,paid_search
1b061b1cec6b5898e5326992d9461610,household_utilities,online_big,2018-09-03,False,False,reseller,2018-03-15,22c29808c4f815213303f8933030604c,organic_search
c028b7dd285d13e19ff7a4cabf8bf700,health_beauty,online_medium,2018-02-07,False,False,reseller,2018-02-02,d83b0d0e48c8447d1d5507a44027a955,unknown
90513943523077ad07582e989457ccec,home_decor,industry,2018-05-15,False,False,reseller,2018-05-10,22c29808c4f815213303f8933030604c,organic_search
080cc5a4ec71a747e260e274bdb13b64,construction_tools_house_garden,online_big,2018-03-29,False,False,reseller,2018-03-28,22c29808c4f815213303f8933030604c,paid_search
3f2a136272ab1bc4ee09e0695becffd1,food_drink,online_beginner,2018-07-31,False,False,manufacturer,2018-04-23,58326e62183c14b0c03085c33b9fdc44,social
a4fa73f413400524fef474c93faa5e02,health_beauty,offline,2018-01-26,False,False,reseller,2018-01-03,40dec9f3d5259a3d2dbcdab2114fae47,paid_search
bd503b6e91ef50d1c4c169476158e8eb,phone_mobile,industry,2018-04-09,False,False,reseller,2018-03-19,c35447dcd1a50b2e2ee3184be602b597,social
f6127362ba4727c54d742b7ab1ae7c1c,music_instruments,online_medium,2018-04-20,False,False,reseller,2018-04-16,bdaeb752e5c3caa215ebe04c61e22325,paid_search
2448225d3dfa0dc52632c746aa76b66e,construction_tools_house_garden,online_medium,2018-04-20,False,False,reseller,2018-04-19,b76ef37428e6799c421989521c0e5077,unknown
f49a02e0f135ae9f2bcf60f55bcd0174,audio_video_electronics,online_medium,2018-08-10,True,True,reseller,2018-01-06,ce1a65abd0973638f1c887a6efcfa82d,organic_search
c36d210f50e7ef3103da68ab61efd093,small_appliances,online_big,2018-05-08,False,False,reseller,2018-04-23,b76ef37428e6799c421989521c0e5077,unknown
384b5bdbe32117213b87f8f5e0604be4,car_accessories,online_beginner,2018-02-28,False,False,reseller,2018-02-22,b76ef37428e6799c421989521c0e5077,unknown
6c465ed53d17739467c95fe414d8e056,sports_leisure,online_small,2018-04-26,False,False,manufacturer,2018-03-27,7fa6214d82e911d070f51ef79381b956,referral
f74b25a7dc1504cf5a3b964a990266ff,baby,online_big,2018-03-01,False,False,reseller,2018-01-19,b76ef37428e6799c421989521c0e5077,organic_search
57e65b6fc1f2e47c402deeee25bba1aa,baby,online_small,2018-01-10,False,False,reseller,2017-11-27,88740e65d5d6b056e0cda098e1ea6313,social
107fce5988735e531cae0da812db9a62,jewerly,online_small,2018-04-27,False,False,reseller,2018-04-26,65c9e96d17d8d12bc0ad3b2cde0bb8b7,other
e903c166f2335f821f495e4419b4821b,audio_video_electronics,online_big,2018-06-26,False,False,reseller,2017-08-18,30077c17f2ec5010a82e37ad8925b95f,organic_search
e430deb739cc669ad740c421931bc8f8,books,industry,2018-03-12,False,False,reseller,2018-02-23,22c29808c4f815213303f8933030604c,direct_traffic
2b736f73615495dbfc8c911ef6378747,home_decor,online_medium,2018-07-11,False,False,manufacturer,2018-03-01,c70eb6fb5bd6e939b0d5ef32f21f61e8,referral
cd9e8a4a222eb86428130d42fc684ca5,household_utilities,online_medium,2018-04-04,False,False,manufacturer,2018-01-18,b76ef37428e6799c421989521c0e5077,organic_search
